0.006001	0.040311	0.089457	0.892523	0.321329	0.000176	0.050790	0.427639	0.006794	0.035647	0.098741	0.917466	0.287801	0.002906	0.611666	0.157199	0.006862	0.035507	0.517940	1.893213	0.286260	0.003101	0.613087	0.155644
0.025558	0.162874	0.025220	0.000101	0.674760	0.676329	0.001784	2.733327	0.027165	0.153497	0.020602	0.000623	0.628073	0.738350	0.372157	2.216286	0.027299	0.153210	1.266697	0.288175	0.625903	0.741117	0.373304	2.212300
0.511602	0.019062	0.429395	0.102070	1.574280	0.026515	0.037617	0.011436	0.518253	0.022519	0.448545	0.092881	1.512722	0.014955	0.566888	0.138293	0.518800	0.022631	0.134480	0.045016	1.509827	0.014523	0.568265	0.139761
0.003751	0.088793	0.073663	0.111893	0.014823	0.877855	0.175045	0.604419	0.004384	0.096020	0.065651	0.121932	0.008132	0.946058	0.918025	0.275826	0.004438	0.096250	1.481713	0.709600	0.007865	0.949089	0.919685	0.273798
0.000039	0.015263	0.138509	0.176564	1.344245	0.259805	0.230675	0.037819	0.000126	0.012440	0.127525	0.189011	1.284847	0.221183	0.008580	0.209535	0.000136	0.012357	1.681298	0.847687	1.282061	0.219557	0.008764	0.211325
0.598671	0.014472	0.012941	0.646149	0.050400	0.539914	0.619498	0.008137	0.605773	0.017505	0.016653	0.668238	0.037271	0.485577	1.633783	0.126310	0.606357	0.017604	0.792492	1.582788	0.036699	0.483251	1.635723	0.127716
0.000205	0.027181	0.243722	0.040054	0.046730	0.505331	0.387937	0.000870	0.000087	0.031277	0.258584	0.046207	0.061293	0.560569	1.295961	0.087306	0.000080	0.031409	0.282094	0.514863	0.062028	0.563045	1.297809	0.088481
0.047405	0.038340	0.188586	0.324680	0.250422	0.152241	0.010487	0.684724	0.049579	0.043170	0.201785	0.341146	0.220666	0.122665	0.445030	1.128963	0.049759	0.043325	0.347818	1.112898	0.219305	0.121439	0.446272	1.132574
0.238709	0.023794	0.213278	0.127711	0.896708	1.030686	0.707752	2.410700	0.243435	0.027637	0.227253	0.138399	0.844529	1.102578	1.751035	1.879585	0.243825	0.027762	0.316616	0.745414	0.842094	1.105764	1.752993	1.875584
0.022018	0.145934	0.196014	0.624206	0.415421	0.191686	0.616974	0.573744	0.023512	0.137047	0.182999	0.645993	0.377639	0.158459	0.052451	0.994314	0.023637	0.136775	1.824324	1.553477	0.375895	0.157072	0.052003	0.997781
