-0.077487	0.201116	0.300220	-0.983949	-0.574737	-0.013265	-0.225846	-0.666192	-0.082452	0.189087	0.315538	-0.998853	-0.543122	-0.053913	-0.803534	-0.399127	-0.082859	0.188712	-0.736193	-1.517377	-0.541629	-0.055695	-0.804521	-0.397122
-0.160041	0.406366	-0.158977	-0.010056	-0.846485	-0.847532	-0.042237	-1.946217	-0.165006	0.394338	-0.143659	-0.024959	-0.814869	-0.888180	-0.619926	-1.679151	-0.165413	0.393963	-1.195389	-0.543484	-0.813377	-0.889962	-0.620912	-1.677147
-0.731462	-0.138176	0.667611	0.320859	-1.356295	0.163014	-0.194255	0.106989	-0.736427	-0.150205	0.682929	0.305955	-1.324680	0.122365	-0.771944	0.374054	-0.736834	-0.150580	-0.368801	-0.212569	-1.323188	0.120583	-0.772930	0.376059
-0.061255	-0.299096	-0.272248	-0.336083	-0.121824	-0.975115	-0.421497	-0.798488	-0.066220	-0.311125	-0.256930	-0.350987	-0.090209	-1.015764	-0.999186	-0.531423	-0.066627	-0.311499	-1.308661	-0.869511	-0.088716	-1.017546	-1.000172	-0.529418
-0.006277	0.123623	-0.374350	-0.423349	-1.236740	0.515396	0.485027	0.194779	-0.011242	0.111594	-0.359032	-0.438253	-1.205125	0.474747	-0.092662	0.461844	-0.011650	0.111219	-1.410763	-0.956778	-1.203633	0.472965	-0.093648	0.463849
-0.794468	-0.120374	0.113818	-0.827219	-0.224973	0.752411	-0.808960	0.090234	-0.799433	-0.132403	0.129136	-0.842122	-0.193358	0.711763	-1.386649	0.357299	-0.799840	-0.132778	-0.922594	-1.360647	-0.191865	0.709981	-1.387635	0.359303
0.014318	-0.165054	0.498838	-0.200471	0.216595	-0.726755	-0.633380	0.029496	0.009353	-0.177083	0.514156	-0.215375	0.248211	-0.767404	-1.211069	0.296561	0.008945	-0.177458	-0.537575	-0.733899	0.249703	-0.769186	-1.212055	0.298566
-0.218160	-0.196121	0.437752	-0.577811	-0.505796	0.392699	-0.102451	0.853117	-0.223125	-0.208150	0.453070	-0.592715	-0.474181	0.352051	-0.680139	1.120182	-0.223532	-0.208525	-0.598661	-1.111239	-0.472689	0.350269	-0.681126	1.122187
-0.493573	-0.154408	0.466026	-0.359296	-0.986460	-1.064825	-0.868301	-1.777618	-0.498538	-0.166437	0.481344	-0.374200	-0.954845	-1.105474	-1.445990	-1.510553	-0.498945	-0.166811	-0.570387	-0.892724	-0.953352	-1.107256	-1.446977	-1.508548
-0.148522	0.384375	-0.446432	-0.812209	-0.656244	0.441394	0.807215	0.776846	-0.153487	0.372346	-0.431114	-0.827113	-0.624629	0.400745	0.229526	1.043911	-0.153894	0.371972	-1.482845	-1.345637	-0.623136	0.398963	0.228540	1.045916
